name,id,office,state,district,party,incumbent,receipts,disbursement,cash.on.hand,debt.owed,end.date,start.date
"YU, EUGENE MR.",H4GA12051,H,GA,12,REP,CHALLENGER,73610,30196.16,36907.74,282375.4,9/30/18,7/1/16
"CUTRIGHT, JUDITH LYNN",H8TX27155,H,TX,27,IND,OPEN,3150,3975.62,-825.62,3995.7,7/12/18,4/1/18
"BLESDOE DVM, WILLIAM D",H8SC05133,H,SC,5,REP,CHALLENGER,1e4,1e4,0,9353,4/1/17,1/5/17
"JACKSON, EARL W SR",S2VA00167,S,VA,0,REP,CHALLENGER,351903,355119.34,342037.88,1431.68,9/30/18,1/1/17
"CAMPOVERDI, ALEJANDRA",H8CA34126,H,CA,34,DEM,CHALLENGER,251407.76,353778.29,0,0,5/23/17,1/1/17
"VODVARKA, JOSEPH JOHN",S4PA00196,S,PA,0,REP,CHALLENGER,37152.46,35385.98,176,0,9/30/18,4/1/17
"MCARDLE, ANGELA E.",H8CA34324,H,CA,34,LIB,CHALLENGER,6713,2327,NA,0,1/31/18,1/10/17
"WILDES, MICHAEL",H4NJ09095,H,NJ,9,DEM,CHALLENGER,25259.62,4169,777078.83,0,9/30/18,1/1/17
"SOLDATI, LINCOLN T.",H8NH01178,H,NH,1,DEM,OPEN,187621.12,177750.2,9870.92,25e3,9/30/18,10/1/17
"SINGH, HIRSH",H8NJ02216,H,NJ,2,REP,OPEN,165993.74,165993.74,0,0,9/30/18,1/1/18
"PECHEFSKY, DAVID",H8NY01163,H,NY,1,DEM,CHALLENGER,303257.9,299566.32,3691.58,6e4,9/30/18,7/1/17
"REED, WENDY",H6CA23206,H,CA,23,DEM,CHALLENGER,27245.55,26374.87,870.68,2099.23,9/30/18,1/1/17
"WILSON, KURT",H6GA06116,H,GA,6,REP,CHALLENGER,339444.67,339444.67,0,0,5/9/17,1/1/17
"SOLOMON, ROBERT",H8PA18157,H,PA,14,DEM,OPEN,285769.74,275009.8,4579.92,146300,9/30/18,7/1/17
"DIANGELO, CRAIG",H8CT05179,H,CT,5,REP,OPEN,13028.72,13254.8,109.3,0,2/23/18,4/1/17
"WHITNEY, ROBERT (TOBY)",H8WA08171,H,WA,8,DEM,OPEN,105625.94,105037.89,588.05,0,3/31/18,7/1/17
"AYERS, CYNTHIA ELLEN",S8PA00296,S,PA,0,REP,CHALLENGER,36855,33786,3068,NA,12/31/17,4/1/17
"CALIGIURI, GINNY",H8IA02084,H,IA,2,REP,CHALLENGER,61852.15,61852.15,0,0,10/18/18,1/1/18
"DE LA FUENTE, ROQUE ROCKY",S8RI00151,S,RI,0,REP,CHALLENGER,1e5,47761.14,52238.86,75e3,9/30/18,9/5/18
"ZORDANI, JENNIFER MS.",H8IL06105,H,IL,6,DEM,CHALLENGER,110844,110844,0,0,10/18/18,4/1/17
"DE LA TORRE, JOHN FARMER",H8MO07199,H,MO,7,DEM,CHALLENGER,23659.9,24682.05,-872.15,0,9/30/18,7/1/17
"COSTA, MICHAEL",S8RI00177,S,RI,0,IND,CHALLENGER,15364.91,15254.9,110.01,0,10/17/18,9/12/18
"PEACOCK, BRAD JOSEPH",S8VT00158,S,VT,0,IND,CHALLENGER,8309,5581,2727,4250,10/17/18,12/18/17
"PATE, AVA",H6TX18158,H,TX,18,REP,CHALLENGER,10683.41,9272.45,1765.6,0,10/17/18,1/1/17
"JONES, WALTER B",H2NC01081,H,NC,3,REP,INCUMBENT,556219.87,524048.34,137315.51,0,10/17/18,1/1/17
"PAYNE, DONALD M., JR.",H2NJ10154,H,NJ,10,DEM,INCUMBENT,485601.25,468615.42,91958.54,0,10/17/18,1/1/17
"KAPTUR, MARCY HON. M.C.",H2OH09031,H,OH,9,DEM,INCUMBENT,710739.18,601650.27,676296.1,0,10/17/18,1/1/17
"BONAMICI, SUZANNE MS.",H2OR01133,H,OR,1,DEM,INCUMBENT,999843.6,646451.12,619420.01,1e5,10/17/18,1/1/17
"SHAMEL, HAYDEN CATHERINE",H8AR04130,H,AR,4,DEM,CHALLENGER,145151.47,122103.32,23048.15,0,10/17/18,8/1/17
"LAWRENCE, MICHELE",H8PA01245,H,PA,2,DEM,OPEN,339182.09,373177.89,40513.95,327440.66,9/30/18,1/1/18
"LESTER, RICHARD KENT",H8TX31041,H,TX,31,DEM,CHALLENGER,209924.9,209924.9,0,59579.49,5/29/18,4/1/17
"RUSSELL, DALE CHRISTOPHER",S8AZ00148,S,AZ,0,DEM,OPEN,13567,17887,-4321,297,9/30/18,5/1/17
"TYNIO, NATASHA ANYA",H8VT01065,H,VT,0,REP,CHALLENGER,9430,6295.4,3134.6,0,10/17/18,6/1/18
"FIOCCHI, SMAUEL",H8NJ02240,H,NJ,2,REP,OPEN,68129.02,68129.02,0,0,6/30/18,1/1/18
"REISER, BRANDON",H8CA48068,H,CA,48,LIB,CHALLENGER,11381,11380.24,0.76,0,9/25/18,4/1/17
"KULIKOWSKI, JAIMIE BLACKLIGHT POLISH J",H8CO06294,H,CO,6,NLP,CHALLENGER,59358.75,0,59358.75,0,9/30/18,7/1/18
"LARSEN, KRISTOPHER WILLIAM DR.",H8CO02228,H,CO,2,DEM,OPEN,15136,6668,9407,NA,9/30/18,10/1/17
"MATORY, LIZ",H6MD08507,H,MD,8,REP,CHALLENGER,33294.42,28694.64,7139.05,7203.23,10/17/18,1/1/17
"DE LA FUENTE, RICARDO",H8FL24067,H,FL,24,DEM,CHALLENGER,74324.34,74324.34,0,10600,9/30/18,4/1/18
"MCKELLAR, SHIRLEY JONETTA  DR",H2TX01062,H,TX,1,DEM,CHALLENGER,46999.13,34057.3,13237.23,3200,10/17/18,1/1/17
"VEASEY, MARC ALLISON MR.",H2TX33073,H,TX,33,DEM,INCUMBENT,1381099.04,1271223.61,484231.38,0,10/17/18,1/1/17
"BELOTE, DAVE",H8VA02053,H,VA,2,DEM,CHALLENGER,192065.13,192065.13,0,0,12/22/17,7/1/17
"FARAHI, HERMON",H8NV03127,H,NV,3,DEM,OPEN,38441.72,38441.72,0,0,3/31/18,10/1/17
"CRARY, JAMES 'JIM'",H6OR02181,H,OR,2,DEM,CHALLENGER,68778.3,71279.08,0,0,7/10/18,3/1/17
"STORMENT, BRANDON",H8CA01216,H,CA,1,DEM,CHALLENGER,1019.06,1019.06,0,0,11/30/17,1/1/17
"WRIGHT, DOUGLAS DAVID DR.",H8VA06146,H,VA,6,REP,OPEN,48571.35,48571.34,0,0,10/30/18,1/1/18
"MUSSELWHITE, ROBERT RICHARD",H8AZ08232,H,AZ,8,DEM,CHALLENGER,9090.84,8688,437,NA,9/30/18,1/1/17
"CORTNEY, MICHAEL JAMES",H8WA03206,H,WA,3,REP,CHALLENGER,7947,12885,100,7947,9/30/18,4/1/18
"GRABEN, ERIC KNOX",H8SC04359,H,SC,4,DEM,OPEN,106171.27,106171.27,0,0,6/30/18,1/1/18
"BONNEAU, JERED GAVIN",H8WA05201,H,WA,5,REP,CHALLENGER,4431.7,3798.98,2.28,0,9/30/18,1/1/18
"MALLOY, JEFFREY",H6CA50258,H,CA,50,DEM,CHALLENGER,1089,4501.19,381.61,10236.33,9/30/18,1/1/17
"LONEGAN, STEVEN",H8NJ05110,H,NJ,5,REP,CHALLENGER,1554387.62,1551407.79,2979.83,310551,9/30/18,7/1/17
"SIDDIQUI, OMAR A.",H8CA48084,H,CA,48,DEM,CHALLENGER,1178676.74,1178676.74,0,0,9/30/18,1/1/17
"CHRISTIE, JENNIFER",H8IN05196,H,IN,5,DEM,CHALLENGER,4605,2374.95,2228.53,0,9/30/18,1/1/18
"LEINER, WILLIAM JR.",H8PA15161,H,PA,15,DEM,OPEN,14175.86,15558.93,-2031.06,750,3/31/18,7/1/17
"SAX, MIKE",H8NY02088,H,NY,2,DEM,CHALLENGER,39117.58,39053.58,0,0,3/31/18,3/1/17
"ST. CLAIR, LUCAS",H8ME02201,H,ME,2,DEM,CHALLENGER,709835.37,694558.31,15277.06,59979.66,9/30/18,10/1/17
"TILLEMANN, LEVI",H8CO06245,H,CO,6,DEM,CHALLENGER,351801.95,351801.95,0,0,10/9/18,5/1/17
"EDWARDS, ROGER",H8CO06260,H,CO,6,REP,CHALLENGER,20067.88,18403.99,1663.89,0,9/30/18,9/21/17
"HAGEN, FOSTER",H8TX21299,H,TX,21,REP,OPEN,13685.01,13685.01,0,0,2/14/18,11/21/17
"CRADDOCK, JAY GREGORY",S8NV00131,S,NV,0,DEM,CHALLENGER,75660,60939,0,0,11/20/17,1/1/17
"MADDUX, DAVID JACKSON",H8TN04081,H,TN,4,REP,CHALLENGER,24781.21,25882.29,-2882.17,24557.23,7/13/18,7/1/17
"CHADWICK, GLORIA",H8CA50080,H,CA,50,DEM,CHALLENGER,32687.63,32687.63,0,0,8/16/17,1/1/17
"ALLEN, SAMUEL",H8FL11106,H,FL,11,DEM,CHALLENGER,1318.83,1318.83,0,0,4/15/18,7/1/17
"THOMAS, SUNIL MATHEW",H8FL12062,H,FL,12,DEM,CHALLENGER,9283.27,9283.27,0,0,4/15/18,7/1/17
"ANDREWS, NAOMI",H8NH01285,H,NH,1,DEM,OPEN,102750.57,101781.33,969.24,0,10/30/18,4/1/18
"HORNBACK, PHIL",H8FL15198,H,FL,15,DEM,OPEN,21343.63,14417.14,6926.49,15e3,3/31/18,10/1/17
"RIMENSNYDER, NELSON FREDERICK",H4DC00092,H,DC,0,REP,CHALLENGER,8615,912.41,8570.24,0,10/17/18,1/1/17
"MUNIZ, JOHN R",H8NJ08080,H,NJ,8,REP,CHALLENGER,5553.72,2424.41,3129.31,1350,10/17/18,4/1/18
"UPCHURCH, JOHN NEHRING MR.",H8FL06130,H,FL,6,DEM,OPEN,287592.87,287592.87,0,0,9/30/18,1/17/18
"STURGILL, JONATHAN SCOTT",H8FL07070,H,FL,7,REP,CHALLENGER,717714.86,612578.83,105136.03,181968.35,9/30/18,1/1/17
"KURZON, JEFFREY M",H4NY07102,H,NY,7,DEM,CHALLENGER,4985.23,2035.81,-492.23,0,10/17/18,7/1/18
"EVANS, JIM",H8MO07173,H,MO,7,REP,CHALLENGER,7006.89,7006.89,0,6500,9/30/18,7/1/17
"GRIFFIN, BRADLEY WILLIAM",H8GA10189,H,GA,10,REP,CHALLENGER,10750,10739.47,10.53,10300,5/2/18,1/1/18
"FUHRMAN, SCOTT",H6FL27031,H,FL,27,DEM,OPEN,121324.86,173477.55,838.61,0,6/30/17,1/1/17
"RYERSE, ROBERT",H8AR03066,H,AR,3,REP,CHALLENGER,50302.95,42944.59,7357.92,0,5/2/18,5/10/17
"MOSS, JIM",S8AZ00155,S,AZ,0,DEM,OPEN,32445,42071,-9377,6529,12/31/17,7/1/17
"BISHOP, ROBERT",H2UT01094,H,UT,1,REP,INCUMBENT,1132138.9,902654.47,413983.74,2859.2,10/17/18,1/1/17
"NEGRON, STEVE",H8NH02275,H,NH,2,REP,CHALLENGER,431157.57,410640.2,20517.37,249514.08,10/17/18,7/1/17
"STOLER, FELICIA",H8NJ04196,H,NJ,4,REP,CHALLENGER,24232,18585.67,5646.33,0,10/17/18,1/1/18
"POCAN, MARK",H2WI02124,H,WI,2,DEM,INCUMBENT,1012010.61,828086.31,583139.6,0,10/17/18,1/1/17
"SORENSEN, SOREN CHRISTIAN MR.",H8MN08100,H,MN,8,DFL,OPEN,610,535.77,74.23,0,6/30/18,4/1/18
"MCNEIL, ANA",H8ID01215,H,ID,1,DEM,OPEN,15733.49,9307.58,6425.91,1145,10/17/18,3/1/18
"HENDERSON, TERRY O",S8IN00130,S,IN,0,REP,CHALLENGER,322930,322930,0,NA,1/12/18,2/1/17
"ALLEN, EDWARD",H8TX24103,H,TX,24,DEM,CHALLENGER,13344.39,13276.99,67.4,0,4/24/18,4/1/17
"SALAS, ANDREW E BRIG GEN",H8NM02180,H,NM,2,REP,OPEN,163951.56,163951.56,0,0,3/31/18,10/1/17
"WASSERMAN SCHULTZ, DEBBIE",H4FL20023,H,FL,23,DEM,INCUMBENT,2011652.73,1616329.94,552483.9,0,10/17/18,1/1/17
"ENDRISS, DONALD",H6FL23089,H,FL,23,UNK,CHALLENGER,7617.55,7617.55,0,6920.4,11/9/18,4/1/18
"PRIGG, THOMAS LEE",H8PA12069,H,PA,14,DEM,CHALLENGER,48483.6,46983.11,-152.22,0,9/30/18,1/1/17
"VILORIA-FISHER, VIVIAN M",H2NY01042,H,NY,1,DEM,CHALLENGER,281511.39,281511.39,0,0,7/31/18,4/1/17
"PARKER, PERRY MR.",H8MS03182,H,MS,3,REP,OPEN,396501.24,244735.48,151765.76,24e4,7/9/18,1/1/18
"BRAUN, MIKE",S8IN00171,S,IN,0,REP,CHALLENGER,16964706.15,15576842.79,1387861.32,8363800,10/17/18,7/1/17
"GILMER, ROBIN AARON MR",H8GA09074,H,GA,9,LIB,CHALLENGER,5720,5720,0,0,10/15/18,3/6/18
"GUTHRIE, S. BRETT HON.",H8KY02031,H,KY,2,REP,INCUMBENT,1883755.59,1421897.49,2243422.82,0,10/17/18,1/1/17
"WAMPLER, KRIS ANDREW",H8SC05224,H,SC,5,REP,OPEN,3180,4886.27,-1706.27,0,7/14/17,1/1/17
"ELLISON, BRIAN JAMES",S8MI00398,S,MI,0,LIB,CHALLENGER,8023,5153,2870,0,3/31/18,10/1/17
"GREENE, JOAN",H8AZ05154,H,AZ,5,DEM,CHALLENGER,176577.08,172554.66,3992.42,91525,10/17/18,4/1/17
"FIENNING, TED",H8SC01108,H,SC,1,REP,CHALLENGER,58171,58171,0,0,6/30/17,4/1/17
"SINGLETON, PHILIP JERALD",H8GA03044,H,GA,3,REP,CHALLENGER,20752.84,17068.47,0,0,7/3/18,4/1/17
"HUFFSTETLER, ROGER DEAN RD",H8VA05114,H,VA,5,DEM,OPEN,1140147.03,1130736.68,9410.35,0,9/30/18,4/1/17
"PANDA, CHETAN",H8TX25134,H,TX,25,DEM,CHALLENGER,116152.57,109650.27,3361.68,0,7/18/18,3/1/17
"BISHOP, ROBERT BOB GRIMES",S8AZ00171,S,AZ,0,DEM,OPEN,29908,28757,0,0,1/31/18,7/1/17
"NIEMUTH, NILES",H8MI12120,H,MI,12,SEP,CHALLENGER,10086.79,5295.77,4139.69,0,10/17/18,4/1/18
"GUILD, THOMAS EUGENE",H0OK05155,H,OK,5,DEM,CHALLENGER,93703.93,93703.93,0,0,10/17/18,7/1/17
"SMITH, ADRIAN",H6NE03115,H,NE,3,REP,INCUMBENT,1171030.41,1528483.89,818913.43,0,10/17/18,1/1/17
"WEBER, GEORGE",H8IL14158,H,IL,14,DEM,CHALLENGER,17255,17255,0,8989.71,4/3/18,4/1/17
"JORDAN, JAMES D.",H6OH04082,H,OH,4,REP,INCUMBENT,801504.75,1139624.01,975568.45,0,10/17/18,1/1/17
"TILGHMAN, JEROME LEANDER",H2TX16227,H,TX,16,DEM,OPEN,29024,29027,0,0,3/31/18,10/1/17
"LEVIN, MIKE",H8CA49058,H,CA,49,DEM,OPEN,5587114.68,4757473.76,829640.92,20400.4,10/17/18,3/6/17
"HOFFMAN, STEVE",S8WA00236,S,WA,0,OTH,CHALLENGER,22746,11559,11185,NA,7/18/18,1/1/18
"THOMAS, KEVIN",H8NY02112,H,NY,2,DEM,CHALLENGER,9920,5180.44,4739.56,0,3/31/18,1/1/18
"BURKETT, MARY",H8UT02248,H,UT,2,REP,CHALLENGER,11180.3,11180.3,0,6055.18,6/30/18,7/1/17
"LAMBERT, RUSSELL RENE",H8CA46120,H,CA,46,REP,CHALLENGER,140,0,140,0,3/31/18,1/1/18
"SACCONE, RICK",H8PA18231,H,PA,14,REP,OPEN,2013476.24,2006868.02,6608.22,2750,9/30/18,10/1/17
"MCFADDEN, GARRICK ARVIN MR.",H8AZ06087,H,AZ,6,DEM,CHALLENGER,106613.44,106613.04,0,0,10/15/18,4/1/17
"WARD, DANIEL",H8VA07086,H,VA,7,DEM,CHALLENGER,958417.22,955032.25,3384.97,0,9/30/18,7/1/17
"SAIZAN, ANDIE",H8LA06162,H,LA,6,DEM,CHALLENGER,17459.91,16572.12,887.79,6441.72,10/17/18,3/27/18
"THOMAS, JEFFREY DANIEL",H8MI03053,H,MI,3,DEM,CHALLENGER,5528.01,3048.68,2479.33,0,3/31/18,4/1/17
"WINEINGER, MERRILEE",H8TN06144,H,TN,6,DEM,OPEN,47006.71,46806.88,199.83,0,8/23/18,1/1/18
"JANOWSKI, EDWARD JOHN JR",S8FL00281,S,FL,0,UNK,CHALLENGER,8038,8038,0,0,10/15/18,12/16/16
"WILLIAMS, KATHLEEN",H8MT01232,H,MT,0,DEM,CHALLENGER,3330511.48,2908522.21,421989.27,0,10/17/18,10/1/17
"PRUITT, AUTRY",H8TX08106,H,TX,21,REP,OPEN,13191,13191,0,7e3,9/30/18,6/26/17
"LIEBNITZKY, WAYNE",H6FL09195,H,FL,9,REP,CHALLENGER,67599.16,53145.61,14454.51,0,10/17/18,1/1/17
"MAC, STEVEN",H8CA34167,H,CA,34,DEM,OPEN,31150.81,32887.28,0,0,6/14/17,1/1/17
"BLANKENSHIP, SETH BRADEN",H8NC10105,H,NC,10,REP,CHALLENGER,6812,6579,176,NA,9/30/18,10/1/17
"RIVERS, DON L MR",S8WA00228,S,WA,0,DEM,CHALLENGER,62349,62524,300,17096,10/1/18,6/1/17
"WATSON, TODD",S4NE00157,S,NE,0,REP,CHALLENGER,64323,64321,0,21300,9/30/18,8/18/17
"MAHENDRA, SUJEET BOBBY NARENDRA",S6NV00234,S,NV,0,DEM,CHALLENGER,9797,11218,3224,32e3,9/30/18,1/1/17
"KHORASANI, ALI",H8TX02083,H,TX,2,DEM,OPEN,12829.87,12221.99,607.88,0,2/14/18,4/1/17
"BEAUREGARD, PIERRE VOTEAU",H8CA50114,H,CA,50,DEM,CHALLENGER,38245.93,38243.51,0,26802.67,3/31/18,1/1/17
"PETERSON, DAVID",H6CA01202,H,CA,1,DEM,CHALLENGER,17275,12697,4578,15e3,3/31/18,1/1/18
"HANSEN, EDWARD WESTERGAARD",H8TX25142,H,TX,25,DEM,CHALLENGER,53232.28,56648.35,0,0,10/15/18,10/1/17
"CULLEN, JEFFREY",H8CA52151,H,CA,52,REP,CHALLENGER,24245,24339,5,0,7/15/18,3/5/18
"KENNEDY, RICHARD",H8TX17149,H,TX,17,DEM,CHALLENGER,122470.18,102094.74,20475.44,15856.03,10/17/18,9/4/17
"CHERNY, DIMITRI",H4SC01271,H,SC,1,REP,CHALLENGER,1194,7e3,-5806,0,6/13/18,11/9/16
"WORTON, STEPHEN",H8MD01201,H,MD,1,DEM,CHALLENGER,125887.04,119824.29,0,7398.02,6/30/18,10/1/17
"JOHNSON, GARY",S8NM00226,S,NM,0,LIB,CHALLENGER,346757.03,290019.63,56737.4,114750,10/17/18,7/1/18
"HERNANDEZ, ALEXANDER MR.",H8GA06237,H,GA,6,IND,OPEN,5716,6030.54,0,0,6/30/17,1/1/17
"BUTTREY, FRANCIS EDWARD",H8MT01208,H,MT,0,REP,OPEN,8790,8790,0,0,7/17/17,1/1/17
"APPLE, GARY WINSTON",H8MO06118,H,MO,6,DEM,CHALLENGER,33924.86,33924.86,0,0,10/14/18,1/1/18
"WOOLRIDGE, RUBY FAYE MS.",H6TX06203,H,TX,6,DEM,OPEN,98676.86,74232.61,23333.75,0,9/30/18,1/1/17
"MCDEVITT, DAVID MALCOLM MR",H6WA03184,H,WA,3,DEM,CHALLENGER,734200.03,734247.25,1292.83,54500,9/30/18,1/1/17
"DAVIS, PATRICK",H8NM01406,H,NM,1,DEM,OPEN,383887.79,383134.32,380.47,0,9/30/18,4/1/17
"PEREZ, THOMAS STAUFFER",H8SC01090,H,SC,1,REP,CHALLENGER,21070,21070,0,0,6/30/17,1/1/17
"PERRY, CHRISTY",H8ID01173,H,ID,1,REP,OPEN,31792,31662.45,129.55,0,7/12/18,10/1/17
"MILLER, JUSTIN K THERMOCHEM",H8NC02128,H,NC,2,DEM,CHALLENGER,226,142,84,0,2/12/18,11/13/17
"GHEE, ANTONY",H8NJ11233,H,NJ,11,REP,OPEN,110605.19,110605.19,0,0,6/30/18,1/1/18
"DAVIS, ADAM",H8UT01125,H,UT,1,GRE,CHALLENGER,1480,1273.71,180.29,500,9/30/18,12/1/17
"KANE, GINO",H8CA53092,H,CA,53,REP,CHALLENGER,2600,2600,0,0,4/16/18,1/1/18
"BACON, KEVIN",H8OH12222,H,OH,12,REP,CHALLENGER,322796.69,322796.69,0,0,8/29/18,1/1/18
"LOVE, SHIRLEY",H8WV03121,H,WV,3,DEM,OPEN,64e3,15105,500,0,7/15/18,1/18/18
"STANLEY, BLAKE",H8WY01070,H,WY,0,REP,CHALLENGER,5820,4314,1505,0,6/30/18,5/25/18
"JONES, LATERESA ANN",S6FL00277,S,FL,0,REP,CHALLENGER,200,129,0,NA,9/30/18,12/1/17
"SVOBODA, FRANK B",S8NE00224,S,NE,0,DEM,CHALLENGER,5e4,2853,47146,34e3,4/15/18,1/5/17
"FLORES, YOLIE",H8CA34332,H,CA,34,DEM,CHALLENGER,168602.88,241580.87,0,0,6/5/17,1/1/17
"SANGARI, SARGIS",H8IL09190,H,IL,9,REP,CHALLENGER,66869,70446.55,0,0,6/30/18,10/1/17
"KERR, ANDREW STEVEN",H8CO07060,H,CO,7,DEM,CHALLENGER,124888.98,124888.98,0,0,12/31/17,4/1/17
"KELLER, CRAIG",H4WA07073,H,WA,7,REP,CHALLENGER,6238,2180,4446,0,10/17/18,1/1/17
"COHEN, RONALD H",H6CA17141,H,CA,17,REP,CHALLENGER,3588,2926,620,0,10/17/18,1/1/17
"SCHMIDT, JESSE",H8LA02153,H,LA,2,NPA,CHALLENGER,20546.02,8480.4,12065.62,0,10/17/18,7/1/18
"LAKE, JEANNINE LEE",H8IN06152,H,IN,6,DEM,OPEN,73019.4,59701.39,1182.27,1632.29,10/17/18,7/4/17
"KHOURI, TONIA",H6IL11117,H,IL,11,REP,CHALLENGER,7500,5086.61,4420.66,222750,9/30/18,1/1/17
"MARKS, DOUG",S8AZ00130,S,AZ,0,LIB,OPEN,5575,166,5408,NA,3/31/18,7/1/17
"IZZO, ROSE",H0DE01025,H,DE,0,DEM,CHALLENGER,18588,3900,0,0,9/30/18,1/1/17
"HABERMAN, DANIEL",H8MI11304,H,MI,11,DEM,OPEN,265790.29,265787.69,2,81121,9/30/18,10/1/17
"SHEPHERD, RICK",H6NV02255,H,NV,2,DEM,CHALLENGER,36774.99,26750.35,12576.45,0,9/30/18,1/1/17
"WALTERS, EDDISON T",H8FL22095,H,FL,22,REP,CHALLENGER,14498,13904.92,1128.08,10298,6/30/18,4/1/18
"BRISEE, STEVEN MITCHELL",H8NY19165,H,NY,19,DEM,CHALLENGER,6494.25,5884.92,1093.01,0,6/30/17,4/1/17
"CAMBERS, KRESS FRANKLIN",H8MO05128,H,MO,5,REP,CHALLENGER,11246.24,8494.85,-769.24,0,7/18/18,7/1/17
"SLOTIN, RONALD DAVID",H8GA06245,H,GA,6,DEM,OPEN,81279.8,90256.15,-8976.35,37e3,4/27/17,12/1/16
"MITCHEM, TODD",H8CO02210,H,CO,2,LIB,OPEN,11420,11420,0,0,3/31/18,7/1/17
"FIELDS, VERNON JAMES",H8KS02132,H,KS,2,REP,OPEN,29167.86,19231.92,8610,25632.86,9/30/18,1/1/17
"LYNCH, MATT",H4OH14110,H,OH,14,REP,CHALLENGER,48132.84,53198.56,0,0,10/15/18,1/1/17
"SMYTH, ANDREW EDWARD",H8FL16030,H,FL,16,REP,CHALLENGER,100,100,-100,0,11/1/17,1/1/17
"MCMORRIS RODGERS, CATHY",H4WA05077,H,WA,5,REP,INCUMBENT,5502066,4985620,551473,6727,10/17/18,1/1/17
"SCHIFF, ADAM",H0CA27085,H,CA,28,DEM,INCUMBENT,5904773.53,3438987.59,4572199.12,0,10/17/18,1/1/17
"SHERRY, BARBARA LOUISE",H8AZ02177,H,AZ,2,DEM,OPEN,7318.02,2138.35,0,0,10/10/18,1/9/16
"MESSMER, MINDI",H8NH01202,H,NH,1,DEM,OPEN,113420.91,137961.17,-45422.72,0,9/30/18,10/1/17
"BROWN, MICHAEL BERNARD",H8MD01243,H,MD,1,DEM,CHALLENGER,535,0,0,161,6/27/18,2/14/18
"BELL, ADAM CLR NATION",H8TX03156,H,TX,3,DEM,OPEN,206193.33,210279.34,-85,14500,6/30/18,1/1/17
"GARZA, MAURO EVERETT MR.",H8TX21331,H,TX,21,REP,OPEN,148434,119278.46,29155.54,219638.01,9/30/18,10/1/17
"ARCANGEL, DANIEL R",H8OR04159,H,OR,4,DEM,CHALLENGER,380,212.25,167.75,0,9/30/18,4/1/18
"DEWITT, JUSTIN",H8LA06154,H,LA,6,DEM,CHALLENGER,36983.65,30959.13,6024.52,985,10/17/18,11/1/17
"CHARBONNEAU, MARY JEAN",H8MA06141,H,MA,6,IND,CHALLENGER,382.39,254,0,0,10/15/18,1/27/18
"CIARDULLO, JOSEPH JOHN",H8NY17110,H,NY,17,REF,CHALLENGER,16089.33,14285.62,1803.71,5e3,10/17/18,4/1/18
"DEEN, SAM ALAN",H8TX05110,H,TX,5,REP,OPEN,79963.06,79963.06,0,0,9/30/18,11/1/17
"BRUCE, GEORGE C MR.",H8KS04096,H,KS,4,REP,OPEN,56300,56300,0,0,4/14/17,1/19/17
"LLOP, WILLIAM",H2GA11198,H,GA,11,REP,OPEN,2500,24895.51,231911.67,446589.4,3/29/17,1/1/17
"MILLER, KEN",H8MT01166,H,MT,0,REP,OPEN,9035.6,9035.6,0,0,3/31/17,1/1/17
"WALKER, EDWARD ALAN",H8MT01190,H,MT,0,REP,OPEN,10450,10450,0,1566,4/10/17,1/1/17
"DIFFENDAL, JENNIFER",H8CO06278,H,CO,6,DEM,CHALLENGER,4774,4774,0,0,3/31/18,1/1/18
"FLEENOR, JESSEE CARLTON",H8LA05099,H,LA,5,DEM,CHALLENGER,17298.94,10575.27,4561.67,0,10/17/18,7/1/18
"CORREA, JOSE",H6CA46116,H,CA,46,DEM,INCUMBENT,1042789.78,458661.12,617823.17,0,10/17/18,1/1/17
"DEGETTE, DIANA L.",H6CO01141,H,CO,1,DEM,INCUMBENT,1215021.89,1131642.35,183424.09,0,10/17/18,1/1/17
"EDEN, MADELINE KATHERINE",H8TX10128,H,TX,10,DEM,CHALLENGER,2995,25,2970,13593.09,2/14/18,12/18/17
"LAMBORN, DOUGLAS",H6CO05159,H,CO,5,REP,INCUMBENT,669736.17,753466.75,233588.65,0,10/17/18,1/1/17
"PERLMUTTER, EDWIN G",H6CO07023,H,CO,7,DEM,INCUMBENT,1789528.4,1388521.68,752231.44,0,10/17/18,1/1/17
"MAST, BRIAN",H6FL18097,H,FL,18,REP,INCUMBENT,5373899.46,4557498.56,911019.03,0,10/17/18,1/1/17
"KEARNEY, HOWARD",H6LA01225,H,LA,1,LIB,CHALLENGER,12030,10764.9,1265.1,0,10/17/18,1/1/18
"MIN, DAVID",H8CA45148,H,CA,45,DEM,CHALLENGER,1236926.94,1236926.94,0,0,9/18/18,3/31/17
"HENRY, WILLIAM ED",S8AL00324,S,AL,0,REP,CHALLENGER,6933,6933,0,0,7/14/17,4/22/17
"BRIAN, LEE ANDREA MS.",H8NC04082,H,NC,4,REP,CHALLENGER,1690.45,281.79,1408.66,0,5/11/18,7/1/17
"STUCKART, BEN",H8WA05169,H,WA,5,DEM,CHALLENGER,109302.67,116538.83,0,0,7/31/17,1/1/17
"WYNN, QUENTIN ADAM",H8GA11047,H,GA,11,DEM,CHALLENGER,22532.59,9454.29,2331.62,545.71,4/15/18,1/1/17
"CRIDER, MICHAEL R MR.",H8IN06095,H,IN,6,REP,OPEN,69075,69075,0,0,2/1/18,8/7/17
"MALIK, DEAN H MR",H8PA01286,H,PA,1,REP,OPEN,74197,66420.56,11,NA,9/7/18,1/1/18
